ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip,x,y
4084,Feb14,0691Feb14,Benzene,1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4085,Feb14,0691Feb14,Carbon tetrachloride,0.95,ug/m3,56-23-5,12600,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4086,Feb14,0691Feb14,Chloromethane,1.2,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4087,Feb14,0691Feb14,Dichlorodifluoromethane,2.2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4088,Feb14,0691Feb14,Ethanol,5.1,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4089,Feb14,0691Feb14,Methylene Chloride,2.9,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4090,Feb14,0691Feb14,Toluene,1.9,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4091,Feb14,0691Feb14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418,-10379397.0175,5624325.7104
4092,Feb14,0710Feb14,Acetone,3.1,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4093,Feb14,0710Feb14,Benzene,1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4094,Feb14,0710Feb14,Chloromethane,1.3,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4095,Feb14,0710Feb14,Dichlorodifluoromethane,2.2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4096,Feb14,0710Feb14,Ethanol,12.9,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4097,Feb14,0710Feb14,Methylene Chloride,3.4,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4098,Feb14,0710Feb14,Propylene,1.8,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4099,Feb14,0710Feb14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,5100 Thomas Ave N,Minneapolis,MN,55430,-10387706.0555,5629016.754
4100,Feb14,0715Feb14,2-Butanone (MEK),0.86,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
4101,Feb14,0715Feb14,Acetone,3.5,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
4102,Feb14,0715Feb14,Benzene,0.79,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
4103,Feb14,0715Feb14,Dichlorodifluoromethane,1.8,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
4104,Feb14,0715Feb14,Methylene Chloride,4.8,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
4105,Feb14,0715Feb14,Toluene,1.2,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,1300 6th St NE,Minneapolis,MN,55413,-10381535.4303,5621686.7667
4106,Feb14,0717Feb14,"1,3,5-Trimethylbenzene",2.1,ug/m3,108-67-8,125000,ug/m3,REL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4107,Feb14,0717Feb14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4108,Feb14,0717Feb14,Chloromethane,1.5,ug/m3,74-87-3,206544,ug/m3,PEL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4109,Feb14,0717Feb14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4110,Feb14,0717Feb14,Ethanol,2.4,ug/m3,64-17-5,1900000,ug/m3,REL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4111,Feb14,0717Feb14,Ethylbenzene,2.5,ug/m3,100-41-4,10000,ug/m3,HRV,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4112,Feb14,0717Feb14,m&p-Xylene,5.6,ug/m3,179601-23-1,350000,ug/m3,REL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4113,Feb14,0717Feb14,Methylene Chloride,18,ug/m3,75-09-2,20,ug/m3,HRV,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4114,Feb14,0717Feb14,n-Hexane,1.1,ug/m3,110-54-3,2000,ug/m3,HRV,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4115,Feb14,0717Feb14,o-Xylene,2.8,ug/m3,95-47-6,43000,ug/m3,HRV,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4116,Feb14,0717Feb14,Toluene,2.9,ug/m3,108-88-3,400,ug/m3,HRV,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
4117,Feb14,0732Feb14,2-Butanone (MEK),1,ug/m3,78-93-3,10000,ug/m3,HRV,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4118,Feb14,0732Feb14,Benzene,1.8,ug/m3,71-43-2,1.3,ug/m3,HRV,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4119,Feb14,0732Feb14,Chloromethane,0.88,ug/m3,74-87-3,206544,ug/m3,PEL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4120,Feb14,0732Feb14,Cyclohexane,1.1,ug/m3,110-82-7,1050000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4121,Feb14,0732Feb14,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4122,Feb14,0732Feb14,Ethanol,13.6,ug/m3,64-17-5,1900000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4123,Feb14,0732Feb14,n-Heptane,1.4,ug/m3,142-82-5,350000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4124,Feb14,0732Feb14,Propylene,4,ug/m3,115-07-1,1050000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
4125,Feb14,0838Feb14,"1,2,4-Trimethylbenzene",1.3,ug/m3,95-63-6,125000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4126,Feb14,0838Feb14,2-Butanone (MEK),12.6,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4127,Feb14,0838Feb14,2-Propanol,4.5,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4128,Feb14,0838Feb14,Acetone,46.2,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4129,Feb14,0838Feb14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4130,Feb14,0838Feb14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4131,Feb14,0838Feb14,Ethanol,347,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4132,Feb14,0838Feb14,Ethylbenzene,2.1,ug/m3,100-41-4,10000,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4133,Feb14,0838Feb14,m&p-Xylene,11,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4134,Feb14,0838Feb14,Methylene Chloride,57.2,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4135,Feb14,0838Feb14,n-Hexane,2.1,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4136,Feb14,0838Feb14,o-Xylene,2.8,ug/m3,95-47-6,43000,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4137,Feb14,0838Feb14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
4138,Feb14,0839Feb14,2-Butanone (MEK),3.1,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4139,Feb14,0839Feb14,Acetone,3.2,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4140,Feb14,0839Feb14,Benzene,0.89,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4141,Feb14,0839Feb14,Chloromethane,1.2,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4142,Feb14,0839Feb14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4143,Feb14,0839Feb14,Ethanol,6.6,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4144,Feb14,0839Feb14,Methylene Chloride,5.6,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4145,Feb14,0839Feb14,Propylene,1.8,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4146,Feb14,0839Feb14,Toluene,1.3,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4147,Feb14,0839Feb14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,5631 Clinton Ave S,Minneapolis,MN,55419,-10383090.8497,5605860.0538
4148,Feb14,0853Feb14,Acetone,2.7,ug/m3,67-64-1,590000,ug/m3,REL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418,-10383042.6197,5624320.0852
4149,Feb14,0853Feb14,Chloromethane,1.1,ug/m3,74-87-3,206544,ug/m3,PEL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418,-10383042.6197,5624320.0852
4150,Feb14,0853Feb14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418,-10383042.6197,5624320.0852
4151,Feb14,0853Feb14,Ethanol,5.1,ug/m3,64-17-5,1900000,ug/m3,REL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418,-10383042.6197,5624320.0852
4152,Feb14,0853Feb14,Methylene Chloride,16.9,ug/m3,75-09-2,20,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418,-10383042.6197,5624320.0852
4153,Feb14,0853Feb14,Toluene,1.2,ug/m3,108-88-3,400,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418,-10383042.6197,5624320.0852
4154,Feb14,0871Feb14,Chloromethane,1.5,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3833 Nicollet Ave S,Minneapolis,MN,55409,-10383646.265,5610993.93
4155,Feb14,0871Feb14,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3833 Nicollet Ave S,Minneapolis,MN,55409,-10383646.265,5610993.93
4156,Feb14,0871Feb14,Methylene Chloride,1.8,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3833 Nicollet Ave S,Minneapolis,MN,55409,-10383646.265,5610993.93
4157,Feb14,0871Feb14,Propylene,1.9,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,3833 Nicollet Ave S,Minneapolis,MN,55409,-10383646.265,5610993.93
4158,Feb14,0931Feb14,Acetone,3.9,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4159,Feb14,0931Feb14,Benzene,1.5,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4160,Feb14,0931Feb14,Chloromethane,1.1,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4161,Feb14,0931Feb14,Dichlorodifluoromethane,2.5,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4162,Feb14,0931Feb14,Ethanol,8.2,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4163,Feb14,0931Feb14,Methylene Chloride,1.6,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4164,Feb14,0931Feb14,Propylene,2.3,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4165,Feb14,0931Feb14,Toluene,2,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,4230 Colfax Ave N,Minneapolis,MN,55412,-10385200.0167,5626668.2952
4166,Feb14,0947Feb14,Acetone,2.8,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412,-10385202.3256,5624744.5289
4167,Feb14,0947Feb14,Benzene,0.98,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412,-10385202.3256,5624744.5289
4168,Feb14,0947Feb14,Chloromethane,0.95,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412,-10385202.3256,5624744.5289
4169,Feb14,0947Feb14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412,-10385202.3256,5624744.5289
4170,Feb14,0947Feb14,Ethanol,6.4,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412,-10385202.3256,5624744.5289
4171,Feb14,0947Feb14,Methylene Chloride,9.6,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412,-10385202.3256,5624744.5289
4172,Feb14,0947Feb14,Toluene,1.7,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412,-10385202.3256,5624744.5289
4173,Feb14,0955Feb14,"1,1,2-Trichlorotrifluoroethane",2.2,ug/m3,76-13-1,7600000,ug/m3,REL,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4174,Feb14,0955Feb14,2-Butanone (MEK),1.2,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4175,Feb14,0955Feb14,2-Propanol,1.5,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4176,Feb14,0955Feb14,Acetone,11.3,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4177,Feb14,0955Feb14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4178,Feb14,0955Feb14,Methylene Chloride,32,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4179,Feb14,0955Feb14,n-Hexane,2.4,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4180,Feb14,0955Feb14,Toluene,2.5,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,4236 Vincent Ave S,Minneapolis,MN,55410,-10387899.4888,5609819.5216
4181,Feb14,0964Feb14,Acetone,27.8,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4182,Feb14,0964Feb14,Benzene,1.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4183,Feb14,0964Feb14,Chloromethane,1.2,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4184,Feb14,0964Feb14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4185,Feb14,0964Feb14,Ethanol,13.8,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4186,Feb14,0964Feb14,Methylene Chloride,18.7,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4187,Feb14,0964Feb14,Propylene,2.1,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4188,Feb14,0964Feb14,Toluene,2,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,5604 Cedar Ave S,Minneapolis,MN,55417,-10380272.983,5605885.0439
4189,Feb14,0992Feb14,Acetone,1.6,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3843 Queen Ave N,Minneapolis,MN,55412,-10387186.0432,5625506.7269
4190,Feb14,0992Feb14,Benzene,1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3843 Queen Ave N,Minneapolis,MN,55412,-10387186.0432,5625506.7269
4191,Feb14,0992Feb14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3843 Queen Ave N,Minneapolis,MN,55412,-10387186.0432,5625506.7269
4192,Feb14,0992Feb14,Ethanol,5.3,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3843 Queen Ave N,Minneapolis,MN,55412,-10387186.0432,5625506.7269
4193,Feb14,0992Feb14,Propylene,1.4,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,3843 Queen Ave N,Minneapolis,MN,55412,-10387186.0432,5625506.7269
4194,Feb14,0992Feb14,Toluene,1.4,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3843 Queen Ave N,Minneapolis,MN,55412,-10387186.0432,5625506.7269
4195,Feb14,1039Feb14,2-Butanone (MEK),5.1,ug/m3,78-93-3,10000,ug/m3,HRV,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4196,Feb14,1039Feb14,Acetone,6.9,ug/m3,67-64-1,590000,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4197,Feb14,1039Feb14,Benzene,1,ug/m3,71-43-2,1.3,ug/m3,HRV,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4198,Feb14,1039Feb14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4199,Feb14,1039Feb14,Ethanol,8.1,ug/m3,64-17-5,1900000,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4200,Feb14,1039Feb14,Methylene Chloride,42.3,ug/m3,75-09-2,20,ug/m3,HRV,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4201,Feb14,1039Feb14,n-Hexane,3.1,ug/m3,110-54-3,2000,ug/m3,HRV,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4202,Feb14,1039Feb14,Toluene,8.8,ug/m3,108-88-3,400,ug/m3,HRV,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
4203,Feb14,1044Feb14,Acetone,2.7,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4204,Feb14,1044Feb14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4205,Feb14,1044Feb14,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4206,Feb14,1044Feb14,Ethanol,12.1,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4207,Feb14,1044Feb14,Methylene Chloride,5.4,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4208,Feb14,1044Feb14,Propylene,2.7,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4209,Feb14,1044Feb14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4210,Feb14,1044Feb14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,1177 14th Ave SE,Minneapolis,MN,55414,-10378549.7846,5620442.9479
4211,Feb14,1049Feb14,2-Propanol,3.4,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4212,Feb14,1049Feb14,Benzene,2.2,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4213,Feb14,1049Feb14,Chloromethane,1.1,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4214,Feb14,1049Feb14,Cyclohexane,4,ug/m3,110-82-7,1050000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4215,Feb14,1049Feb14,Dichlorodifluoromethane,3,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4216,Feb14,1049Feb14,Ethanol,20.7,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4217,Feb14,1049Feb14,m&p-Xylene,2.8,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4218,Feb14,1049Feb14,n-Heptane,1.4,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4219,Feb14,1049Feb14,Trichlorofluoromethane,2.1,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417,-10381240.4061,5608207.9935
4220,Feb14,1050Feb14,2-Butanone (MEK),1.1,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
4221,Feb14,1050Feb14,Acetone,8.8,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
4222,Feb14,1050Feb14,Benzene,1.4,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
